,created_at,text,coordinates
8159,Thu Sep 19 14:40:59 +0000 2013,RT @KRQEChris: A very cool shot of the #harvestmoon thanks to Carl Buzzard #nmwx #cowx http://t.co/CjoCmR0USV,"{'type': 'Point', 'coordinates': [-106.58984382, 35.06344344]}"
8160,Thu Sep 19 15:04:10 +0000 2013,RT @COPetEmergency: Colorado flood #coflood #copets  #colorado #pets #cats #dogs #rescue #coloradostrong #boulderflood http://t.co/fB0SEUnL…,
8161,Thu Sep 19 17:14:41 +0000 2013,Reason #149 why I love the #craftbeer industry: #breweries helping their communities in need #COflood relief http://t.co/iZpF24BH86,
8162,Thu Sep 19 15:00:27 +0000 2013,!!!!! RT @JeremyHubbard: Snow overnight at @LovelandSkiArea! #Cowx @KDVR http://t.co/PB39ma2c9u,
8163,Thu Sep 19 16:44:26 +0000 2013,RT @SanJuanIHC: Type 1 coffee service courtesy of San Juan. 60 pounds brewed since Saturday. #COflood  #boulderflood http://t.co/8gdiFQVCXd,
8164,Thu Sep 19 11:37:24 +0000 2013,RT @9NEWS: Flood victims can recycle their damaged electronics Sat.at the E-cycling event at Aurora Municipal Center 9A to 1P #9NewsMorning…,
8165,Thu Sep 19 13:01:48 +0000 2013,"5,250 gallons of oil spills into South Platte River #coflood - http://t.co/xEUpquLiG0","{'type': 'Point', 'coordinates': [-104.9517316, 39.8593794]}"
8166,Thu Sep 19 05:08:07 +0000 2013,"RT @YourAnonNews: 5,250 gallons of oil spills into the Platte river from Anadarko tank damaged by #COflood http://t.co/4WkeGzVrif",
8167,Thu Sep 19 03:51:01 +0000 2013,"RT @9NEWS: #COFloodRelief Fundraiser now at $810,062 with just under an hour left.  Make sure to get those last minute donations in now! 1-…",
8168,Thu Sep 19 14:00:44 +0000 2013,"Missed it by 30 gallons! | Most popular this morning: 5,250 gallons of oil spills into South Platte River: http://t.co/asr0L7BHTG #coflood","{'type': 'Point', 'coordinates': [-79.37575333, 43.66902004]}"
8169,Thu Sep 19 05:40:37 +0000 2013,RT @dailycamera: Some #Boulder-area renters struggle with #boulderflood repairs. http://t.co/HHk51bWqyk,
8170,Thu Sep 19 04:23:49 +0000 2013,"RT @JeremyHubbard: $959,712 is the latest number from the #COFloodRelief fundraiser.  We need 40 grand in eight minutes! @KDVR #coflood @Re…",
8171,Thu Sep 19 11:42:03 +0000 2013,"Perversely, when I heard a boom and saw a flash this AM, I hoped it was an explosion, not thunder, lightning &amp; rain. #cowx #lafayetteco","{'type': 'Point', 'coordinates': [-105.08423572, 40.00246529]}"
8172,Thu Sep 19 07:12:30 +0000 2013,"RT @DenverChannel: You did it #COFloodrelief! 7NEWS viewers r amazing! the final total: $1-million! http://t.co/8AS5z5mnXc
#coloradoflood",
8173,Thu Sep 19 08:39:34 +0000 2013,"RT @bouldercolorado: #Boulder Canyon Drive is closed to all vehicular, cyclist &amp; pedestrian traffic. For your own safety, avoid the area &amp; …",
8174,Thu Sep 19 06:19:05 +0000 2013,"You did it #COFloodrelief! 7NEWS viewers are amazing! the final total: $1 million! http://t.co/LVnOS7Fqnr
#COFlood",
8175,Thu Sep 19 08:30:27 +0000 2013,"RT @bbogott: ROAD IS GONE. Left Hand canyon. House below was spared, but residents not sure it is salvageable. @7NewsNOW #coflood http://t.…",
8176,Thu Sep 19 05:36:18 +0000 2013,"RT @JeremyHubbard: Woohoo! MT “@rmpbs: Grand total was $1,066,656. Thanks, Colorado! #COFloodRelief” @KDVR @CBSDenver @DenverChannel @9NEWS",
8177,Thu Sep 19 03:44:58 +0000 2013,@VailResorts will donate $1 for every EpicPass sold to #CoFlood relief :: http://t.co/2ACxwsks1h,
8178,Thu Sep 19 13:43:09 +0000 2013,just what they need! #COFlood  RT @theWXwoman: Impressive lightning show this AM in #Longmont. (cont) http://t.co/digcotCqC0,
8179,Thu Sep 19 06:38:16 +0000 2013,"@denverpost: FLASH: 5,250 gallons of oil spills into flood-swollen South Platte River near Milliken: http://t.co/tNDRKIeHTB #COflood”",
8180,Thu Sep 19 07:53:36 +0000 2013,"RT @bouldercolorado: #Boulder Canyon Drive is closed to all vehicular, cyclist &amp; pedestrian traffic. For your own safety, avoid the area &amp; …",
8181,Thu Sep 19 03:37:34 +0000 2013,On the Ground in Colorado: Digging Out After the Deluge http://t.co/vuPGfMavV4 via @TIME Great work @christi_mada #COflood,
8182,Thu Sep 19 06:25:38 +0000 2013,"I think something's wrong with my Yahoo Weather App...not that I would mind those temperatures, though ;) #COwx http://t.co/TGvG3VRUnp",
8183,Thu Sep 19 13:52:11 +0000 2013,RT @DrewDepler: Today @opBBQrelief arrived @lbcchurch to serve meals to evacuees and volunteers.  SUPER excited! #yummm #BBQ #longmontflood…,
8184,Thu Sep 19 05:40:46 +0000 2013,RT @KRQEChris: A very cool shot of the #harvestmoon thanks to Carl Buzzard #nmwx #cowx http://t.co/UNRg04U4St,
8185,Thu Sep 19 13:27:59 +0000 2013,RT @CBS4Tim: ICYMI Colorado TV &amp; radio stations raised more than a million dollars last night for #COFloodRelief. Thanks for all the donati…,
8186,Thu Sep 19 14:29:34 +0000 2013,"RT @DenverChannel: FIRST AERIALS of damage in Jamestown, Colorado - taken this a.m. by #AIRTRACKER7 #COFlood http://t.co/QSEkzTFxsM",
8187,Thu Sep 19 04:38:17 +0000 2013,"RT @RedCrossDenver: Thank you, Colorado!! We raised over $1 million tonight for #COFloodRelief! Now, lots of work in the days, weeks &amp; mont…",
8188,Thu Sep 19 04:27:10 +0000 2013,"""@JeremyHubbard: Come on #Colorado. You can do it... put your back in to it! #COFloodRelief  @rmpbs @RedCrossDenver "" that'll inspire em!",
8189,Thu Sep 19 13:52:18 +0000 2013,“@ArielMata: RT @MargaretDeMarco Sky9 getting a look at Lefthand Canyon. #coflood #9newsmornings http://t.co/6KWtgJDdpJ” Wow.,"{'type': 'Point', 'coordinates': [-105.07535533, 40.18577986]}"
8190,Thu Sep 19 06:36:25 +0000 2013,"RT @denverpost: FLASH: 5,250 gallons of oil spills into flood-swollen South Platte River near Milliken: http://t.co/Jen77HIcgl #COflood","{'type': 'Point', 'coordinates': [-106.58977179, 35.06417558]}"
8191,Thu Sep 19 13:41:50 +0000 2013,RT @danielboniface: RT @DenverChannel: WATCH: #AIRTRACKER7 flying over flood damage in Jamestown - http://t.co/qcGEuKreg2 #COflood,
8192,Thu Sep 19 04:24:00 +0000 2013,"""@JeremyHubbard: #COFloodRelief fundraiser. We need 40 grand in eight minutes! @KDVR #coflood @RedCrossDenver"" we can do it! 877-667-6727",
8193,Thu Sep 19 13:46:42 +0000 2013,RT @CodyCrouch: Coming out of Jamestown. I don’t know what to say. #CoFlood http://t.co/H2QxZFtbq4,
8194,Thu Sep 19 12:18:50 +0000 2013,"RT @KyleDyer9News: Thank you #Colorado! You donated $1,066,656 to #cofloodrelief benefiting @RedCross &amp; Community Food Share XO from #9News…",
8195,Thu Sep 19 06:46:25 +0000 2013,"RT @Bewickwren: RT @denverpost: Amtrak, freight trains in #COflood zones likely out through month: http://t.co/V25MtVC0T1 by @alisonnoon",
8196,Thu Sep 19 05:14:57 +0000 2013,RT @BoulderOEM: End of day figures on unaccounted for people and structure damages http://t.co/iqlsMtHnjN #boulderflood,
8197,Thu Sep 19 14:05:12 +0000 2013,I'm going to have to get much better at log jumping to ride my normal trail to work. #boulderflood http://t.co/f5IcKQMGRc,"{'type': 'Point', 'coordinates': [-104.88878, 39.56701]}"
8198,Thu Sep 19 04:12:13 +0000 2013,Cassandra(and me) at her bar in #loveland supporting #coflood with live music and silent auction. Come… http://t.co/KhdzkTi2EV,
8199,Thu Sep 19 04:17:37 +0000 2013,"RT @HemaMullur: One more #COFloodRelief update: $908,757. Let's get them to $1 million! 877-667-6727. 20 minutes left! #coflood",
8200,Thu Sep 19 14:12:01 +0000 2013,Katie Palmer captured these great anti-crepuscular rays over #Colorado's Grand Valley on Tuesday. #COwx #WesternSlope http://t.co/ScingSuqkq,
8201,Thu Sep 19 13:49:05 +0000 2013,RT @ColoradoClimate: A HUGE improvement in drought last week. Still extreme &amp; exceptional in parts of SE Colorado. #cowx #drought #coflood …,
8202,Thu Sep 19 04:14:16 +0000 2013,"RT @9NEWS: We have less than 20 minutes left to hit a million!  $908,757 so far.  Call now! #COFloodRelief",
8203,Thu Sep 19 11:15:22 +0000 2013,"#COStrong: More than $1,001,287 raised by Denver TV stations for #COFloodRelief @redcrossdenver http://t.co/LVnOS7Fqnr #COFlood #UpWith7News",
8204,Thu Sep 19 12:47:30 +0000 2013,100% of the money from this track will be donated to help the flood victims in Colorado #coflood @ashtreeofficial https://t.co/vOLZLym7Or,
8205,Thu Sep 19 04:46:07 +0000 2013,RT @CUAKPsi: Calling all @akpsi bros! GZ and @WC_AKPsi are raising money for brothers affected by the #COflood. Any amount helps! http://t.…,
8206,Thu Sep 19 04:32:03 +0000 2013,"Over $1,000,000 raised for #COFloodRelief.  A huge thank you to all of the generous donors!!!",
8207,Thu Sep 19 12:19:05 +0000 2013,VLOG: #COFloodRelief raised 1m+!  Thank you #CO! | Recovery begins | Syrian pres speaks https://t.co/KH7vFhUiJU #GDCO @KDVR @BrookeWagnerTV,
8208,Thu Sep 19 14:33:20 +0000 2013,RT @JenCarfagno: Harvest Moon-lit live shot in #Boulder this am   #coflood http://t.co/OO8l7OS1Vf,
8209,Thu Sep 19 13:04:37 +0000 2013,How did last weeks Colorado rain impact their drought ? Check out these amazing stats #cowx http://t.co/DYOMhImTGp,"{'type': 'Point', 'coordinates': [-97.45151889, 35.32824821]}"
8210,Thu Sep 19 04:18:40 +0000 2013,Almost 1 million for #coflood victims. Donate now! 877-667-6727 @RedCrossDenver @KDVR,
8211,Thu Sep 19 12:24:45 +0000 2013,@bouldercolorado why ate sprinklers on at CU unit on33rd and Walnut? #boulderflood #CU,
8212,Thu Sep 19 11:03:43 +0000 2013,Anxious residents waiting to get back into Lyons this morning to see aftermath of #COFlood. @nonstoptlo is live on @7NewsNOW. #UpWith7News,
8213,Thu Sep 19 14:21:30 +0000 2013,(9/19) Almost 400 ppl stayed in 14 shelters #CoFlood incl. woman/pup  evac by helicopter off to @RedCrossDenver! http://t.co/SNZlvAdix7,
8214,Thu Sep 19 12:41:44 +0000 2013,Chopin' it up #helicopter #boulderairport #coflood #colorado #boulder #morning #foothills @ Boulder… http://t.co/Mckn8sLRRz,"{'type': 'Point', 'coordinates': [-105.23103123, 40.0372335]}"
8215,Thu Sep 19 04:33:25 +0000 2013,"RT @ryanparkerdp: Cheers! RT @Kirk9News: $1,001,287 #CoFloodrelief @9NEWS @RedCrossDenver  Colorado Strong!",
8216,Thu Sep 19 04:39:58 +0000 2013,"RT @OnlyInBoulder: #WildlifeInBoulder Two bears in our back yard: 
http://t.co/GZ4Ia9LJI7
(Via @ChrisCMaddock #Boulder #OnlyInBoulder
#Boul…",
8217,Thu Sep 19 12:01:15 +0000 2013,"201 people still unaccounted for &amp; at least 1,500 homes destroyed. Officials planning door to door searches today. #UpWith7News #COFlood",
8218,Thu Sep 19 04:57:34 +0000 2013,Shouldn't be this warm at 11 on Sep 18. Don't even think we'll make it to fcst low of ~52°. Avg low 47° #COwx #Denver http://t.co/IYxDoiZmAe,
8219,Thu Sep 19 11:54:04 +0000 2013,Just got to work a lot of rain this morning hope it stops soon #coflood,"{'type': 'Point', 'coordinates': [-104.9817566, 40.3473635]}"
8220,Thu Sep 19 05:21:42 +0000 2013,"RT @GetItWrite: When there's a need, Coloradans meet it: All-station fundraiser tonight tops $1 million for #COFloodRelief via Red Cross, F…",
8221,Thu Sep 19 04:59:17 +0000 2013,"Thanks to all RT&gt;""@9NEWS: Over $1 million dollars raised for #COFloodRelief.  Thank you Colorado!!""",
8222,Thu Sep 19 11:38:46 +0000 2013,RT @DenverChannel: #COflood: Search &amp; Rescue team placard on business in Lyons. @nonstopTLo reports at 5:30a: http://t.co/aOn73AD317 http:/…,
8223,Thu Sep 19 13:04:07 +0000 2013,On our way to Jamestown. Pics and vid soon. #CoFlood,
8224,Thu Sep 19 04:36:55 +0000 2013,RT @BoulderOEM: Lyons holding State of the Town meeting tomorrow in Longmont Council Chambers 7 p.m. http://t.co/b8brmdVVDT #boulderflood,
8225,Thu Sep 19 13:01:47 +0000 2013,"@CraigatFEMA @fema Thanks Craig! And thanks for all the #FEMA help with #BoulderFlood. Regards, Doug Young, Sunshine Canyon",
8226,Thu Sep 19 12:58:17 +0000 2013,All of #Boulder thanks you! Fresno State Taking Donations To Help #BoulderFlood Victims - @Fresno_State http://t.co/pgtZLmqFzd,
8227,Thu Sep 19 04:15:09 +0000 2013,@pueblokc No. They're bought and paid for. Now watch the same Aholes that voted against Sandy relief request Federal aide. #coflood,"{'type': 'Point', 'coordinates': [-74.94330682, 39.7918919]}"
8228,Thu Sep 19 12:04:02 +0000 2013,"RT @DenverChannel: 201 people still unaccounted for &amp; at least 1,500 homes destroyed. Officials planning door to door searches today. #UpWi…",
8229,Thu Sep 19 04:46:22 +0000 2013,"“@9NEWS: Final Total in #COFloodRelief Fundraiser: $1,001,287. Incredible!”","{'type': 'Point', 'coordinates': [-105.05578425, 39.92975952]}"
8230,Thu Sep 19 04:09:28 +0000 2013,@MyBrownNewfies @amyshojai I hope America  shows you more compassion than CO Reps did Ssndy victims. #coflood,"{'type': 'Point', 'coordinates': [-74.94330682, 39.7918919]}"
8231,Thu Sep 19 13:30:47 +0000 2013,Coming out of Jamestown. I don’t know what to say. #CoFlood http://t.co/H2QxZFtbq4,"{'type': 'Point', 'coordinates': [-105.36101178, 40.10663361]}"
8232,Thu Sep 19 06:16:56 +0000 2013,"RT @breakingweather: A 66 mph thunderstorm wind gust was reported earlier this evening at the Boulder Mesa Labs in Boulder, CO. #cowx",
8233,Thu Sep 19 14:24:44 +0000 2013,NOAA/NWS Preliminary Precipitation Totals Map - Sept 9-16 2013 http://t.co/qg4pxdoGOK #boulderflood #COflood,
8234,Thu Sep 19 11:23:54 +0000 2013,Some analysts say losses from Colorado floods could exceed $2 billion. UNREAL! #coflood,
8235,Thu Sep 19 14:04:07 +0000 2013,"Sunny &amp; dry on the #WestnerSlope today, though an isolated storm possible in the #FourCorners. http://t.co/bl9AifMjVG #COwx #GJC",
8236,Thu Sep 19 05:08:05 +0000 2013,RT @9NEWS: Over $1 million dollars raised for #COFloodRelief.  Thank you Colorado!!,
8237,Thu Sep 19 03:53:09 +0000 2013,"@CraigatFEMA FEMA iphone app v2.1.0 is clumsy, slow. its no instagram. good 1st try, needs some work #boulderflood #COflood",
8238,Thu Sep 19 04:17:23 +0000 2013,@cafeaion @ProstBrewing #craftbeer #Boulder Looking forward to a good night on the hill,"{'type': 'Point', 'coordinates': [-105.00526157, 39.75201283]}"
8239,Thu Sep 19 13:53:28 +0000 2013,#Colorado roads may get temporary fixes after #coflood before full reconstruction http://t.co/DG7ro3p65b,
8240,Thu Sep 19 14:17:46 +0000 2013,My new morning routine with @5hourenergy and scanning #Twitter feeds for updates. Ready for today's shift. #coflood.,"{'type': 'Point', 'coordinates': [-104.94322162, 39.56601068]}"
8241,Thu Sep 19 14:09:44 +0000 2013,A zoomed in pic of Jamestown. #CoFlood http://t.co/8gO5DIzRpf,
8242,Thu Sep 19 04:16:49 +0000 2013,RT @DenverChannel: Phones are still open for the #COFloodRelief fundraiser!!! 1-877-667-6727 is the number to help your fellow Coloradoans!!,
8243,Thu Sep 19 06:58:37 +0000 2013,RT @denverpost: Number of people unaccounted for in Colorado flooding drops: http://t.co/izxaSrBCVY #coflood,
8244,Thu Sep 19 07:52:17 +0000 2013,"RT @bouldercolorado: #Boulder Canyon Drive is closed to all vehicular, cyclist &amp; pedestrian traffic. For your own safety, avoid the area &amp; …",
8245,Thu Sep 19 12:19:48 +0000 2013,RT @BoulderOEM: We have only 4 people unaccounted for today! This number dropped from 109 yesterday! Good work search and rescue! #boulderf…,
8246,Thu Sep 19 12:49:25 +0000 2013,RT @PRideas: Congratulations @DenverChannel @RedCrossDenver #COStrong: More than $1M raised by Denver TV stations for #COFloodRelief!,
8247,Thu Sep 19 07:19:23 +0000 2013,#akusokuzan #silverfang #AKBより余裕で可愛い人挙げていくから共感できたらRT #AFazenda #LUWUK #coflood #clode  #notebook #happiness #RedEye http://t.co/XRDysW0JVP,
8248,Thu Sep 19 04:55:19 +0000 2013,RT @9NEWS: Over $1 million dollars raised for #COFloodRelief.  Thank you Colorado!!,
8249,Thu Sep 19 11:58:51 +0000 2013,RT @DenverChannel: Today: Free and discounted tetanus shots for people doing #COflood cleanup work - Details: http://t.co/nbAdANT8Ia,
8250,Thu Sep 19 13:51:39 +0000 2013,"5:30 am thunderstorm. Really, #FortCollins weather? Haven't you done enough? #coflood #cowx","{'type': 'Point', 'coordinates': [-105.05546743, 40.54921341]}"
8251,Thu Sep 19 01:32:48 +0000 2013,RT @COPetEmergency: Lost green w yellow #parrot #copets #coflood http://t.co/Z8w5MHsVle,
8252,Thu Sep 19 02:07:12 +0000 2013,If ur just arriving looking for #EcoWed we're taking break b/c of #COflood. donate 2 #COfloodrelief 1-877-667-6727 til 10:30p or 2 local org,
8253,Thu Sep 19 03:18:54 +0000 2013,Super classy email from @BofA_Help #boulderflood #boulderstrong http://t.co/DhKxMW10Zy,
8254,Thu Sep 19 03:06:00 +0000 2013,صورة تجمعني مع اخوي الصغير محمد باشا الله يوفقك يا دكتور المستقبل #Colorado #Boulder # http://t.co/HI9eGYYVs7,
8255,Thu Sep 19 00:30:35 +0000 2013,RT @KyleClark: Oil spill CONFIRMED. State says 5250 gallons released into S. Platte River south of  Milliken. Reported by Anadarko. #COflood,
8256,Thu Sep 19 01:10:21 +0000 2013,RT @COPetEmergency: Colorado flood #coflood #copets  #colorado #pets #cats #dogs #rescue #coloradostrong #boulderflood http://t.co/rvGUH07k…,
8257,Thu Sep 19 00:38:33 +0000 2013,Evacuations in the River Valley Ranch mobile home park just lifted - cheers in the crowd in Weld County @KDVR #coflood,"{'type': 'Point', 'coordinates': [-104.9464895, 40.10854673]}"
8258,Thu Sep 19 03:17:19 +0000 2013,#coleg #COpolitics @hickforco @WQCD_Colorado please pay attention to Weld County and the oil n chemical spills from the Frack Rigs. #coflood,"{'type': 'Point', 'coordinates': [-105.04161146, 39.73855221]}"
8259,Thu Sep 19 01:11:09 +0000 2013,RT @COPetEmergency: Colorado flood #coflood #copets  #colorado #pets #cats #dogs #rescue #coloradostrong #boulderflood http://t.co/IMHYrD3m…,
8260,Thu Sep 19 01:03:05 +0000 2013,Instead of hosting #EcoWed this week I'm asking ppl 2 donate 2 #COfloodrelief. Call 1-877-667-6727 til 10:30p or donate 2 local organization,
8261,Thu Sep 19 01:13:39 +0000 2013,RT @bbogott: WOW! THE ROAD JUST DROPS INTO THE RIVER.Left hand canyon @roryals @RussellHaythorn @7NewsNOW #coflood @DenverChannel http://t.…,
8262,Thu Sep 19 02:52:59 +0000 2013,RT @RangerFowler: A picture that needs no description! All our parks and trails are still closed.  One of my favorites!  #boco_trails http:…,
